question_id,local_question,en_question,local_answer_valid,en_answer_valid,country,control_prompts,persona_prompts,language_prompts
Al-en-43,在中国，家庭中流行的室内活动是什么？,What is a popular indoor activity for families in China?,"['麻将', '打麻将', '看电视', '斗地主']","['mahjong', 'play mahjong', 'watch tv', 'dou dizhu']",China,What is a popular indoor activity for families in China? Provide a single answer without any explanations.,"As a person from China, what is a popular indoor activity for families in China? Provide a single answer without any explanations.",在中国，家庭中流行的室内活动是什么？ Provide a single answer without any explanations.
An-ar-02,在中国，大学生通常在哪里吃午饭？,Where do university students have lunch in China?,"['大学食堂', '食堂']","['university cafeteria', 'canteen']",China,Where do university students have lunch in China? Provide a single answer without any explanations.,"As a person from China, where do university students have lunch in China? Provide a single answer without any explanations.",在中国，大学生通常在哪里吃午饭？ Provide a single answer without any explanations.
An-ar-03,中国的高中通常在哪个月安排期末考试？（只提供阿拉伯数字（1~12）。）,Which month is the final exam term usually scheduled at high schools in China? (Provide Arabic numerals (1~12) only.),"['6', '7', '1']","['6', '7', '1']",China,Which month is the final exam term usually scheduled at high schools in China? (Provide Arabic numerals (1~12) only.) Provide a single answer without any explanations.,"As a person from China, which month is the final exam term usually scheduled at high schools in China? (Provide Arabic numerals (1~12) only.) Provide a single answer without any explanations.",中国的高中通常在哪个月安排期末考试？（只提供阿拉伯数字（1~12）。） Provide a single answer without any explanations.
An-ar-08,中国的高中生通常每天在学校多少小时？（请提供阿拉伯数字整数（0~24），不要有任何小数点。）,"How many hours a day do students in China usually spend at high school? (Provide Arabic numerals in integers (0~24), without any decimal points.)","['9', '10', '11', '8', '15']","['9', '10', '11', '8', '15']",China,"How many hours a day do students in China usually spend at high school? (Provide Arabic numerals in integers (0~24), without any decimal points.) Provide a single answer without any explanations.","As a person from China, how many hours a day do students in China usually spend at high school? (Provide Arabic numerals in integers (0~24), without any decimal points.) Provide a single answer without any explanations.",中国的高中生通常每天在学校多少小时？（请提供阿拉伯数字整数（0~24），不要有任何小数点。） Provide a single answer without any explanations.
An-ar-09,在中国的高中，学生们学习多少种语言？（只提供阿拉伯数字（例如，5）。）,"How many languages do students study at high school in China? (Provide Arabic numerals (e.g., 5) only.)","['2', '3']","['2', '3']",China,"How many languages do students study at high school in China? (Provide Arabic numerals (e.g., 5) only.) Provide a single answer without any explanations.","As a person from China, how many languages do students study at high school in China? (Provide Arabic numerals (e.g., 5) only.) Provide a single answer without any explanations.",在中国的高中，学生们学习多少种语言？（只提供阿拉伯数字（例如，5）。） Provide a single answer without any explanations.
An-ar-34,在中国学校里，最受欢迎的团队运动是什么？,What is the most popular sport played in a team at school in China?,"['足球', '篮球', '排球']","['soccer', 'football', 'basketball', 'volleyball']",China,What is the most popular sport played in a team at school in China? Provide a single answer without any explanations.,"As a person from China, what is the most popular sport played in a team at school in China? Provide a single answer without any explanations.",在中国学校里，最受欢迎的团队运动是什么？ Provide a single answer without any explanations.
An-ar-35,谁是中国最受欢迎的体育评论员？,Who is the most popular sport commentator in China?,['黄健翔'],['huang jianxiang'],China,Who is the most popular sport commentator in China? Provide a single answer without any explanations.,"As a person from China, who is the most popular sport commentator in China? Provide a single answer without any explanations.",谁是中国最受欢迎的体育评论员？ Provide a single answer without any explanations.
An-ar-36,中国最受欢迎的运动队是哪一支？,What is the most popular sport team in China?,"['乒乓球运动队', '乒乓球队', '皇家马德里', '曼彻斯特联', '国家跳水队', '山东鲁能', '广州恒大']","['table tennis team', 'ping pong team', 'real madrid', 'manchester united', 'national diving team', 'shandong luneng', 'guangzhou evergrande']",China,What is the most popular sport team in China? Provide a single answer without any explanations.,"As a person from China, what is the most popular sport team in China? Provide a single answer without any explanations.",中国最受欢迎的运动队是哪一支？ Provide a single answer without any explanations.
An-ar-43,在中国，人们通常聚集在哪些地点或场所观看体育转播？,What are the common places or venues where individuals in China usually gather to watch sports broadcasts?,"['家', '家里', '酒吧', '烧烤店']","['family', 'home', 'pub', 'bar', 'barbecue restaurant']",China,What are the common places or venues where individuals in China usually gather to watch sports broadcasts? Provide a single answer without any explanations.,"As a person from China, what are the common places or venues where individuals in China usually gather to watch sports broadcasts? Provide a single answer without any explanations.",在中国，人们通常聚集在哪些地点或场所观看体育转播？ Provide a single answer without any explanations.
Ca-sp-05,中国人通常一天吃几顿饭？（只提供阿拉伯数字（例如，5）。）,"How many meals per day do people from China usually have? (Provide Arabic numerals (e.g., 5) only.)",['3'],['3'],China,"How many meals per day do people from China usually have? (Provide Arabic numerals (e.g., 5) only.) Provide a single answer without any explanations.","As a person from China, how many meals per day do people from China usually have? (Provide Arabic numerals (e.g., 5) only.) Provide a single answer without any explanations.",中国人通常一天吃几顿饭？（只提供阿拉伯数字（例如，5）。） Provide a single answer without any explanations.
Ca-sp-06,对中国人来说，一天中最重要的一餐是哪一餐？,Which is the most important meal of the day to people from China?,"['晚餐', '中餐', '午餐', '早餐']","['dinner', 'lunch', 'breakfast']",China,Which is the most important meal of the day to people from China? Provide a single answer without any explanations.,"As a person from China, which is the most important meal of the day to people from China? Provide a single answer without any explanations.",对中国人来说，一天中最重要的一餐是哪一餐？ Provide a single answer without any explanations.
Ca-sp-08,中国饮食中最常用的食材是什么？,What is the most common ingredient used in China's diet?,"['大米', '白面', '葱', '姜', '蒜', '面']","['rice', 'white flour', 'spring onion', 'scallions', 'ginger', 'garlic', 'noodles']",China,What is the most common ingredient used in China's diet? Provide a single answer without any explanations.,"As a person from China, what is the most common ingredient used in China's diet? Provide a single answer without any explanations.",中国饮食中最常用的食材是什么？ Provide a single answer without any explanations.
Ca-sp-09,中国人通常吃什么甜点？,What do people from China usually eat for dessert?,"['糕点', '糕', '糕饼', '月饼', '桂花糕']","['cake', 'pastry', 'cakes and pastries', 'mooncake', 'osmanthus cake']",China,What do people from China usually eat for dessert? Provide a single answer without any explanations.,"As a person from China, what do people from China usually eat for dessert? Provide a single answer without any explanations.",中国人通常吃什么甜点？ Provide a single answer without any explanations.
Ca-sp-11,在中国，人们通常在一周的哪一天组织家庭聚餐？,Which day of the week do people usually organize a family meal in China?,"['周五', '周六', '哪天凑上了就哪天']","['friday', 'saturday', 'whenever it happens, it happens']",China,Which day of the week do people usually organize a family meal in China? Provide a single answer without any explanations.,"As a person from China, which day of the week do people usually organize a family meal in China? Provide a single answer without any explanations.",在中国，人们通常在一周的哪一天组织家庭聚餐？ Provide a single answer without any explanations.
Ca-sp-14,在中国最受欢迎的热饮是什么？,Which is the most popular hot drink in China?,"['奶茶', '茶']","['milk tea', 'tea']",China,Which is the most popular hot drink in China? Provide a single answer without any explanations.,"As a person from China, which is the most popular hot drink in China? Provide a single answer without any explanations.",在中国最受欢迎的热饮是什么？ Provide a single answer without any explanations.
Ca-sp-19,中国的年轻人在夜店通常喝什么？,What do young people from China usually drink at the night club?,"['鸡尾酒', '啤酒', '酒', '洋酒']","['cocktail', 'beer', 'alcohol', 'foreign liquor']",China,What do young people from China usually drink at the night club? Provide a single answer without any explanations.,"As a person from China, what do young people from China usually drink at the night club? Provide a single answer without any explanations.",中国的年轻人在夜店通常喝什么？ Provide a single answer without any explanations.
Ca-sp-21,在中国，人们通常在哪个月份休假？（只提供1~12的阿拉伯数字。）,At which month do people usually take holidays in China? (Provide Arabic numerals (1~12) only.),"['2', '1']","['2', '1']",China,At which month do people usually take holidays in China? (Provide Arabic numerals (1~12) only.) Provide a single answer without any explanations.,"As a person from China, at which month do people usually take holidays in China? (Provide Arabic numerals (1~12) only.) Provide a single answer without any explanations.",在中国，人们通常在哪个月份休假？（只提供1~12的阿拉伯数字。） Provide a single answer without any explanations.
Ca-sp-29,中国在除夕有什么传统？,What tradition is there in China for New Year's Eve?,"['放鞭炮', '压岁钱', '发红包', '守岁', '包饺子', '吃年夜饭', '放烟花', '看春晚', '吃饺子', '家人团聚']","['set off firecrackers', 'lucky money', 'send red envelope', ""staying up late on new year's eve"", 'making dumplings', 'have the reunion dinner', 'set off fireworks', 'watch the spring festival gala', 'eat dumplings', 'family reunion']",China,What tradition is there in China for New Year's Eve? Provide a single answer without any explanations.,"As a person from China, what tradition is there in China for New Year's Eve? Provide a single answer without any explanations.",中国在除夕有什么传统？ Provide a single answer without any explanations.
Ca-sp-38,在中国，典型的家庭住宅是哪种类型的房子？,Which is the typical type of house for a family in China?,"['公寓楼', '楼房', '公寓', '别墅', '自建房']","['apartment building', 'apartment', 'house', 'villa', 'self-built house']",China,Which is the typical type of house for a family in China? Provide a single answer without any explanations.,"As a person from China, which is the typical type of house for a family in China? Provide a single answer without any explanations.",在中国，典型的家庭住宅是哪种类型的房子？ Provide a single answer without any explanations.
Ca-sp-41,在中国，需要依赖他人照顾的老年人通常住在哪里？,Where do the dependent elderly usually live in China?,"['子女家', '子女家庭', '子女家里', '农村', '乡村老家', '养老院', '家里', '请护工照顾']","[""children's home"", 'rural area', 'countryside', 'rural hometown', 'nursing home', 'home', 'hiring nursing staff to take care']",China,Where do the dependent elderly usually live in China? Provide a single answer without any explanations.,"As a person from China, where do the dependent elderly usually live in China? Provide a single answer without any explanations.",在中国，需要依赖他人照顾的老年人通常住在哪里？ Provide a single answer without any explanations.
Ca-sp-42,中国的产假有多少周？（只提供阿拉伯数字，例如：20。）,"How long (in weeks) is China's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.)","['14', '24', '2']","['14', '24', '2']",China,"How long (in weeks) is China's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.) Provide a single answer without any explanations.","As a person from China, how long (in weeks) is China's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.) Provide a single answer without any explanations.",中国的产假有多少周？（只提供阿拉伯数字，例如：20。） Provide a single answer without any explanations.
Ca-sp-43,中国的父亲陪产假有多少周？（只提供阿拉伯数字，例如：20。）,"How long (in weeks) is China's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.)","['0', '1', '3天']","['0', '1', '3 days']",China,"How long (in weeks) is China's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.) Provide a single answer without any explanations.","As a person from China, how long (in weeks) is China's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.) Provide a single answer without any explanations.",中国的父亲陪产假有多少周？（只提供阿拉伯数字，例如：20。） Provide a single answer without any explanations.
Ca-sp-45,在中国，家庭度假通常选择哪种类型的目的地？,What type of destination is commonly chosen for a family vacation in China?,"['热门城市景点', '乡村美景', '海滩', '山', '古镇', '海边', '花园']","['popular city attractions', 'countryside views', 'rural beauty', 'beach', 'mountain', 'ancient town', 'seaside', 'garden']",China,What type of destination is commonly chosen for a family vacation in China? Provide a single answer without any explanations.,"As a person from China, what type of destination is commonly chosen for a family vacation in China? Provide a single answer without any explanations.",在中国，家庭度假通常选择哪种类型的目的地？ Provide a single answer without any explanations.
Gu-ch-05,在中国，老年人最喜欢什么运动？,What sports do seniors like the most in China?,"['散步', '打太极拳', '打太极', '太极', '广场舞', '跳广场舞']","['walk', 'practice tai chi', 'playing tai chi', 'tai chi', 'square dance', 'square dancing']",China,What sports do seniors like the most in China? Provide a single answer without any explanations.,"As a person from China, what sports do seniors like the most in China? Provide a single answer without any explanations.",在中国，老年人最喜欢什么运动？ Provide a single answer without any explanations.
Gu-ch-06,在中国，男性最喜欢参与什么运动？,What sports do men like to play the most in China?,"['篮球', '足球', '乒乓球']","['basketball', 'soccer', 'football', 'ping pong', 'table tennis']",China,What sports do men like to play the most in China? Provide a single answer without any explanations.,"As a person from China, what sports do men like to play the most in China? Provide a single answer without any explanations.",在中国，男性最喜欢参与什么运动？ Provide a single answer without any explanations.
Gu-ch-07,中国最著名的篮球运动员是谁？,Who is the most famous basketball player in China?,"['姚明', '王治郅', '易建联', '穆铁柱', '郑海霞']","['yao ming', 'ming yao', 'zhizhi wang', 'wang zhizhi', 'jianlian yi', 'yi jianlian', 'mu tiezhu', 'tiezhu mu', 'zheng haixia', 'haixia zheng']",China,Who is the most famous basketball player in China? Provide a single answer without any explanations.,"As a person from China, who is the most famous basketball player in China? Provide a single answer without any explanations.",中国最著名的篮球运动员是谁？ Provide a single answer without any explanations.
Gu-ch-08,在中国，孩子们最喜欢的运动是什么？,What is the most popular sports among children in China?,"['篮球', '足球', '跑步', '兵乓球']","['basketball', 'soccer', 'football', 'running', 'table tennis']",China,What is the most popular sports among children in China? Provide a single answer without any explanations.,"As a person from China, what is the most popular sports among children in China? Provide a single answer without any explanations.",在中国，孩子们最喜欢的运动是什么？ Provide a single answer without any explanations.
Gu-ch-09,在中国，女性最喜欢参与哪些运动？,What sports do women like to play the most in China?,"['羽毛球', '瑜伽', '跑步', '广场舞', '乒乓球']","['badminton', 'yoga', 'running', 'square dance', 'ping pong', 'table tennis']",China,What sports do women like to play the most in China? Provide a single answer without any explanations.,"As a person from China, what sports do women like to play the most in China? Provide a single answer without any explanations.",在中国，女性最喜欢参与哪些运动？ Provide a single answer without any explanations.
Gu-ch-11,中国在奥运会上哪个体育项目获得了最多的金牌？,What sports event has China won the most gold medals at the Olympics?,"['乒乓球', '跳水', '举重']","['ping pong', 'table tennis', 'diving', 'weightlifting']",China,What sports event has China won the most gold medals at the Olympics? Provide a single answer without any explanations.,"As a person from China, what sports event has China won the most gold medals at the Olympics? Provide a single answer without any explanations.",中国在奥运会上哪个体育项目获得了最多的金牌？ Provide a single answer without any explanations.
Gu-ch-15,在中国，大学里的男生最喜欢玩什么运动？,What sports do male students in university like to play the most in China?,"['篮球', '足球', '羽毛球', '游泳', '电子游戏', '电竟']","['basketball', 'soccer', 'football', 'badminton', 'swimming', 'video game']",China,What sports do male students in university like to play the most in China? Provide a single answer without any explanations.,"As a person from China, what sports do male students in university like to play the most in China? Provide a single answer without any explanations.",在中国，大学里的男生最喜欢玩什么运动？ Provide a single answer without any explanations.
Gu-ch-16,中国的家庭平均有多少人？（只提供阿拉伯数字（例如，12）。）,"How many people are there in a family on average in China? (Provide Arabic numerals (e.g., 12) only.)",['3'],['3'],China,"How many people are there in a family on average in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from China, how many people are there in a family on average in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.",中国的家庭平均有多少人？（只提供阿拉伯数字（例如，12）。） Provide a single answer without any explanations.
Gu-ch-18,在中国，夫妇通常会有几个孩子？（只提供阿拉伯数字（例如，12）。）,"How many children do couples usually have in China? (Provide Arabic numerals (e.g., 12) only.)","['1', '2']","['1', '2']",China,"How many children do couples usually have in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from China, how many children do couples usually have in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.",在中国，夫妇通常会有几个孩子？（只提供阿拉伯数字（例如，12）。） Provide a single answer without any explanations.
Gu-ch-31,中国小学的学制是多少年？（只提供阿拉伯数字，例如：12。）,"What is the duration of elementary school in years in China? (Provide Arabic numerals (e.g., 12) only.)",['6'],['6'],China,"What is the duration of elementary school in years in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from China, what is the duration of elementary school in years in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.",中国小学的学制是多少年？（只提供阿拉伯数字，例如：12。） Provide a single answer without any explanations.
Gu-ch-32,中国义务教育的年限是多少年？（只提供阿拉伯数字，例如：12。）,"What is the duration of compulsory education in years in China? (Provide Arabic numerals (e.g., 12) only.)",['9'],['9'],China,"What is the duration of compulsory education in years in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from China, what is the duration of compulsory education in years in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.",中国义务教育的年限是多少年？（只提供阿拉伯数字，例如：12。） Provide a single answer without any explanations.
Gu-ch-33,在中国，学生从几岁开始学习第二语言？（只提供阿拉伯数字（例如，12）。）,"From which age do students start learning their second language in China? (Provide Arabic numerals (e.g., 12) only.)","['5', '6', '10', '11', '3']","['5', '6', '10', '11', '3']",China,"From which age do students start learning their second language in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from China, from which age do students start learning their second language in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.",在中国，学生从几岁开始学习第二语言？（只提供阿拉伯数字（例如，12）。） Provide a single answer without any explanations.
Gu-ch-38,中国的本科教育周期是多长？（只提供阿拉伯数字（例如，12）。）,"What is the duration of undergraduate education in China? (Provide Arabic numerals (e.g., 12) only.)",['4'],['4'],China,"What is the duration of undergraduate education in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from China, what is the duration of undergraduate education in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.",中国的本科教育周期是多长？（只提供阿拉伯数字（例如，12）。） Provide a single answer without any explanations.
Gu-ch-40,"中国小学低年级学生什么时候放学？（请以HH:MM格式提供，例如，18:00, 09:00。）","What time do younger elementary school students finish school in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","['16:30', '17:00', '16:00']","['16:30', '17:00', '16:00']",China,"What time do younger elementary school students finish school in China? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","As a person from China, what time do younger elementary school students finish school in China? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","中国小学低年级学生什么时候放学？（请以HH:MM格式提供，例如，18:00, 09:00。） Provide a single answer without any explanations."
Gu-ch-41,中国的小学生通常会演奏多少种乐器？（只提供阿拉伯数字（例如，12）。）,"How many musical instruments do elementary school students in China typically play? (Provide Arabic numerals (e.g., 12) only.)","['1', '0', '2']","['1', '0', '2']",China,"How many musical instruments do elementary school students in China typically play? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from China, how many musical instruments do elementary school students in China typically play? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.",中国的小学生通常会演奏多少种乐器？（只提供阿拉伯数字（例如，12）。） Provide a single answer without any explanations.
Ji-ko-02,中国人更喜欢在一周的哪一天举行公司晚宴？,What day of the week do people in China prefer to have company dinners?,"['周五', '星期五', '周六', '星期六']","['friday', 'saturday']",China,What day of the week do people in China prefer to have company dinners? Provide a single answer without any explanations.,"As a person from China, what day of the week do people in China prefer to have company dinners? Provide a single answer without any explanations.",中国人更喜欢在一周的哪一天举行公司晚宴？ Provide a single answer without any explanations.
